,obj_id,alpha,delta,label,image_name,u,g,r,i,z
46,1237668736831980465,278.158992054538,42.4614275537536,STAR,1237668736831980465_278.158992054538_42.4614275537536_STAR_-0.00019031.jpg,19.307,17.68115,17.0927,16.89352,16.78845
47,1237667431717732441,173.046760737513,28.1156815226723,STAR,1237667431717732441_173.046760737513_28.1156815226723_STAR_-0.0003287509.jpg,19.9559,19.75046,20.15038,20.38478,20.89714
48,1237664854182855250,220.371449030027,32.8125218237718,GALAXY,1237664854182855250_220.371449030027_32.8125218237718_GALAXY_0.4439639.jpg,22.63742,21.59418,20.27161,19.48557,19.25477
49,1237673709872218543,144.721737004651,5.84684728531905,GALAXY,1237673709872218543_144.721737004651_5.84684728531905_GALAXY_0.5091722.jpg,22.88916,21.63309,20.06106,19.13263,18.9481
50,1237661387087610355,258.457829963764,24.0278393955437,GALAXY,1237661387087610355_258.457829963764_24.0278393955437_GALAXY_0.1438863.jpg,24.56467,21.5502,20.29033,19.53975,19.42818
51,1237659326019142402,220.953266079713,54.9846010336936,GALAXY,1237659326019142402_220.953266079713_54.9846010336936_GALAXY_0.5072576.jpg,25.25841,22.27372,20.31782,19.3495,18.93325
52,1237659161734218943,232.038500642827,45.9933061009878,GALAXY,1237659161734218943_232.038500642827_45.9933061009878_GALAXY_0.8804387.jpg,22.90694,24.41349,22.14466,20.57092,19.72308
53,1237661971717554318,173.698060092285,7.49118589618683,GALAXY,1237661971717554318_173.698060092285_7.49118589618683_GALAXY_0.1348035.jpg,20.11101,18.36709,17.33378,16.85323,16.50491
54,1237678858480321122,20.3920150684817,11.5837263409063,GALAXY,1237678858480321122_20.3920150684817_11.5837263409063_GALAXY_0.4533366.jpg,23.80304,22.41422,20.71024,19.87828,19.36415
55,1237665535464964716,233.396441728598,22.3085435106786,STAR,1237665535464964716_233.396441728598_22.3085435106786_STAR_0.8729997.jpg,22.37839,21.77552,21.59168,21.5671,20.42828
56,1237663782588646267,4.1945773711443,-1.24510917429366,GALAXY,1237663782588646267_4.1945773711443_-1.24510917429366_GALAXY_0.7578284.jpg,24.04643,23.6884,21.95536,20.71701,20.00332
57,1237680299419763284,338.218180526807,21.2859200058836,GALAXY,1237680299419763284_338.218180526807_21.2859200058836_GALAXY_0.2219528.jpg,21.5607,19.27445,17.90644,17.36594,16.97683
58,1237662195613630495,224.011895493442,36.2430346023696,GALAXY,1237662195613630495_224.011895493442_36.2430346023696_GALAXY_0.04724788.jpg,18.44631,16.82548,16.07565,15.67125,15.41776
59,1237657401343541406,133.581239906633,41.6762543024016,GALAXY,1237657401343541406_133.581239906633_41.6762543024016_GALAXY_0.1392427.jpg,18.24071,16.93218,16.17297,15.75126,15.47496
60,1237678595946316300,7.58683373699614,1.53389695025031,STAR,1237678595946316300_7.58683373699614_1.53389695025031_STAR_3.24921.jpg,23.53217,20.4952,20.0343,19.99604,20.21199
61,1237678619559264847,346.105506694858,2.86384992174959,GALAXY,1237678619559264847_346.105506694858_2.86384992174959_GALAXY_0.506718.jpg,24.50024,22.38252,20.80032,19.70793,19.31334
62,1237678661428904146,11.1615709687453,4.74030324958281,STAR,1237678661428904146_11.1615709687453_4.74030324958281_STAR_1.643809.jpg,22.56037,21.86434,21.66339,21.35017,21.33575
63,1237664854187508106,231.805831322137,28.5383309626846,GALAXY,1237664854187508106_231.805831322137_28.5383309626846_GALAXY_0.06477466.jpg,19.92667,18.11292,17.2512,16.82595,16.54315
64,1237657632191611068,153.294235959503,51.9072704188356,GALAXY,1237657632191611068_153.294235959503_51.9072704188356_GALAXY_0.04166771.jpg,18.13793,16.66525,16.02577,15.65964,15.40851
65,1237669761187906141,339.027913215011,5.51077222045423,GALAXY,1237669761187906141_339.027913215011_5.51077222045423_GALAXY_0.5024498.jpg,22.27537,21.60475,20.21813,19.41308,18.95534
66,1237663782600638488,31.7045804161137,-1.23354611008632,GALAXY,1237663782600638488_31.7045804161137_-1.23354611008632_GALAXY_0.2549127.jpg,23.01529,21.5945,20.4744,19.65435,19.23464
67,1237657632187024060,139.688555166414,46.4029945789551,GALAXY,1237657632187024060_139.688555166414_46.4029945789551_GALAXY_0.5579041.jpg,23.62414,22.16234,20.772,19.77381,19.38235
68,1237661971719521026,178.33408009528,7.45389480269143,GALAXY,1237661971719521026_178.33408009528_7.45389480269143_GALAXY_0.4122391.jpg,24.78336,21.73759,19.4737,18.88655,18.50207
69,1237661976014815447,195.289577397375,7.59261524187641,STAR,1237661976014815447_195.289577397375_7.59261524187641_STAR_0.3282682.jpg,22.19761,21.11613,19.83813,19.66969,19.18909
70,1237667209987752024,172.463982395459,28.2129476350084,STAR,1237667209987752024_172.463982395459_28.2129476350084_STAR_9.365134E-05.jpg,20.14022,17.65957,16.59743,16.20612,15.99746
71,1237672816511549873,345.957975311406,24.9263584705423,STAR,1237672816511549873_345.957975311406_24.9263584705423_STAR_6.048401E-05.jpg,21.38253,20.72523,20.47596,20.24458,20.18795
72,1237678618489061709,354.24837655953,2.17528334900679,STAR,1237678618489061709_354.24837655953_2.17528334900679_STAR_0.8606403.jpg,21.80186,21.62832,21.6175,21.53371,20.83233
73,1237678595935502805,342.855096557758,1.36542968542699,STAR,1237678595935502805_342.855096557758_1.36542968542699_STAR_1.209607.jpg,22.38019,22.35356,22.01939,21.80078,21.91123
74,1237665441531625717,233.808913981539,20.5063834483274,GALAXY,1237665441531625717_233.808913981539_20.5063834483274_GALAXY_0.05036268.jpg,18.58877,17.05776,16.33449,15.88601,15.53042
75,1237663478726460037,343.76256831699,-0.296242797894369,GALAXY,1237663478726460037_343.76256831699_-0.296242797894369_GALAXY_1.166883.jpg,22.65379,22.52258,21.95554,21.85023,21.03508
76,1237662195598230076,178.635429102207,43.0166104205143,GALAXY,1237662195598230076_178.635429102207_43.0166104205143_GALAXY_0.6589113.jpg,23.30669,21.96551,20.40715,19.43051,19.12741
77,1237668354036072581,258.744724489292,42.5670630294896,STAR,1237668354036072581_258.744724489292_42.5670630294896_STAR_-0.0002688238.jpg,20.25485,18.3574,17.99783,17.98551,17.71192
78,1237655691943608581,229.831265329158,-2.02380604764506,STAR,1237655691943608581_229.831265329158_-2.02380604764506_STAR_1.997269.jpg,20.10182,19.77706,19.52616,19.39598,19.09217
79,1237662341087625708,242.85215170999,26.2719544052716,GALAXY,1237662341087625708_242.85215170999_26.2719544052716_GALAXY_0.07583245.jpg,19.52698,17.62607,16.70704,16.2589,15.91606
80,1237661976014946387,195.620469780294,7.73050172926557,STAR,1237661976014946387_195.620469780294_7.73050172926557_STAR_1.145137.jpg,19.879,19.60209,19.19776,19.13604,19.16655
81,1237678858484122127,29.1889301999685,10.9657985876909,GALAXY,1237678858484122127_29.1889301999685_10.9657985876909_GALAXY_0.4574692.jpg,22.70157,22.2751,20.61546,19.78016,19.26881
82,1237678858482221351,24.7072160519818,11.2731330162952,GALAXY,1237678858482221351_24.7072160519818_11.2731330162952_GALAXY_0.3235034.jpg,23.96523,21.42118,20.00801,19.21332,18.66816
83,1237665024366084362,179.198862432941,34.3104411558413,STAR,1237665024366084362_179.198862432941_34.3104411558413_STAR_1.042217.jpg,21.75724,21.74301,21.43028,21.32363,21.4095
84,1237668299276092088,180.792989991007,20.7962173361257,GALAXY,1237668299276092088_180.792989991007_20.7962173361257_GALAXY_0.5369186.jpg,22.30661,22.04058,20.6222,19.58255,19.19802
85,1237654948372349653,224.823827896382,60.6538786081808,GALAXY,1237654948372349653_224.823827896382_60.6538786081808_GALAXY_0.5293325.jpg,22.43557,21.17364,20.04417,19.32889,19.02278
86,1237673706112680249,108.141833268862,40.1237960201317,STAR,1237673706112680249_108.141833268862_40.1237960201317_STAR_-0.0001597514.jpg,19.11481,17.88262,17.35417,17.15939,17.12157
87,1237662341087166718,241.814699924358,26.9156429428747,GALAXY,1237662341087166718_241.814699924358_26.9156429428747_GALAXY_0.1222488.jpg,19.20303,17.73631,16.98475,16.56625,16.27378
88,1237663789024019036,110.601197995373,42.1703895369456,GALAXY,1237663789024019036_110.601197995373_42.1703895369456_GALAXY_0.4274402.jpg,22.93981,21.06483,19.13903,18.49951,18.06041
89,1237659131670757771,212.923785786632,51.1048676939171,STAR,1237659131670757771_212.923785786632_51.1048676939171_STAR_6.924236.jpg,23.33369,22.32093,21.10159,20.6414,19.87377
90,1237668736832439035,279.394258435453,42.0756649836693,STAR,1237668736832439035_279.394258435453_42.0756649836693_STAR_-0.0001326615.jpg,21.5076,20.13192,19.55616,19.352,19.29743
91,1237657589785297371,180.259069441486,54.4018376301289,GALAXY,1237657589785297371_180.259069441486_54.4018376301289_GALAXY_0.5389574.jpg,23.45436,21.52142,20.20159,19.4123,19.08658
92,1237678860079596188,353.853599306684,12.9840462826632,STAR,1237678860079596188_353.853599306684_12.9840462826632_STAR_2.794817.jpg,22.50729,21.28283,21.09634,21.37367,20.78728
93,1237678858465312916,345.261919855229,11.2663847487831,GALAXY,1237678858465312916_345.261919855229_11.2663847487831_GALAXY_0.1331261.jpg,20.66489,18.38569,17.18793,16.66664,16.26104
94,1237659330846458759,234.636360460279,49.0682677238162,GALAXY,1237659330846458759_234.636360460279_49.0682677238162_GALAXY_0.835508.jpg,23.91948,23.83289,22.44879,21.40988,19.91411
95,1237662533820547514,230.897428324575,10.3043559983476,STAR,1237662533820547514_230.897428324575_10.3043559983476_STAR_2.374596.jpg,20.8325,20.15814,19.9051,19.82978,19.68769
96,1237679478007201888,0.115996882734692,22.7141636813664,GALAXY,1237679478007201888_0.115996882734692_22.7141636813664_GALAXY_0.2539811.jpg,29.19901,25.35543,23.48086,21.56495,17.17135
97,1237652944787014047,2.54585504291595,16.2072164108861,STAR,1237652944787014047_2.54585504291595_16.2072164108861_STAR_-0.0004081607.jpg,23.03257,21.69658,21.35206,21.26832,21.00491
98,1237663458853455001,324.649241708159,0.867114832959648,GALAXY,1237663458853455001_324.649241708159_0.867114832959648_GALAXY_0.8118914.jpg,24.25154,22.84195,22.19537,21.37399,20.60531
99,1237661353779527859,178.579380395456,57.964144549337,STAR,1237661353779527859_178.579380395456_57.964144549337_STAR_6.178476E-07.jpg,20.64296,20.65442,20.49579,20.39378,20.80244
100,1237680245730312747,335.187197964771,16.9455933772223,STAR,1237680245730312747_335.187197964771_16.9455933772223_STAR_2.314285.jpg,21.40944,20.80296,20.55622,20.64398,20.62075
101,1237680246816309846,4.72632461833962,20.3670249750929,GALAXY,1237680246816309846_4.72632461833962_20.3670249750929_GALAXY_0.4967406.jpg,26.22276,21.99958,20.51037,19.58427,19.29846
102,1237663458851094900,319.163062764597,0.887675286651552,GALAXY,1237663458851094900_319.163062764597_0.887675286651552_GALAXY_4.071913E-05.jpg,22.17983,19.50047,18.06785,17.31072,16.83551
103,1237657589776122632,147.946321284895,48.0293542711808,GALAXY,1237657589776122632_147.946321284895_48.0293542711808_GALAXY_0.7260017.jpg,22.02208,23.05391,21.07151,19.62725,19.05752
104,1237663782599000429,27.9408684031651,-1.14109133554654,GALAXY,1237663782599000429_27.9408684031651_-1.14109133554654_GALAXY_0.1945639.jpg,19.86456,18.86765,18.17447,17.75321,17.56978
105,1237679504318399079,358.779630363866,20.3460101973563,GALAXY,1237679504318399079_358.779630363866_20.3460101973563_GALAXY_0.5259925.jpg,25.05013,21.70264,20.21313,19.18908,18.80152
106,1237678595943891080,2.11493900727851,1.5162683040075,STAR,1237678595943891080_2.11493900727851_1.5162683040075_STAR_-7.249856E-05.jpg,19.08228,18.10613,17.77351,17.62447,17.56927
107,1237678858461446503,336.422623811253,10.5941980513024,STAR,1237678858461446503_336.422623811253_10.5941980513024_STAR_2.430139.jpg,21.88004,21.19219,21.08838,21.15007,20.88426
108,1237652946923159597,18.9056049100149,-10.149718786626,STAR,1237652946923159597_18.9056049100149_-10.149718786626_STAR_-0.0001240607.jpg,16.17347,15.126,14.97266,14.95292,15.00625
109,1237668336864526749,249.317729423804,11.5409279262652,GALAXY,1237668336864526749_249.317729423804_11.5409279262652_GALAXY_0.08639419.jpg,20.10968,17.81906,17.07187,16.64924,16.39302
110,1237663788486754344,110.450270593226,41.2277370262125,STAR,1237663788486754344_110.450270593226_41.2277370262125_STAR_-5.458151E-05.jpg,19.15152,17.88192,17.81419,17.83793,17.92105
111,1237680275262734782,7.25818997080114,26.4271595836866,GALAXY,1237680275262734782_7.25818997080114_26.4271595836866_GALAXY_0.4561983.jpg,22.13224,21.3471,19.39011,18.63039,18.2722
112,1237680241453236561,6.46336855800398,-8.13123505056664,GALAXY,1237680241453236561_6.46336855800398_-8.13123505056664_GALAXY_0.5849837.jpg,22.93072,21.66766,20.86525,20.05129,19.84201
113,1237651538725110110,240.545411276629,53.4984543591987,STAR,1237651538725110110_240.545411276629_53.4984543591987_STAR_1.602043.jpg,21.72322,21.811,21.41982,21.19954,21.24217
114,1237655108370432626,153.167930119901,55.8788778810081,GALAXY,1237655108370432626_153.167930119901_55.8788778810081_GALAXY_-0.0002290259.jpg,24.27135,24.2255,22.49268,21.07232,19.87512
115,1237680272035742352,331.758856256387,18.9289219164579,STAR,1237680272035742352_331.758856256387_18.9289219164579_STAR_1.454678.jpg,21.3119,21.21465,21.20847,21.1911,21.7185
116,1237680262929645684,7.12255634528363,-7.93428439762251,GALAXY,1237680262929645684_7.12255634528363_-7.93428439762251_GALAXY_0.2970767.jpg,21.50137,20.00717,18.37879,17.81149,17.42349
117,1237659131672264900,217.780612099073,49.5827900550617,STAR,1237659131672264900_217.780612099073_49.5827900550617_STAR_2.365504.jpg,20.04844,19.07306,18.8038,18.72426,18.46855
118,1237657401337119116,120.508801083383,31.4212812464804,GALAXY,1237657401337119116_120.508801083383_31.4212812464804_GALAXY_0.1878031.jpg,20.86111,18.89766,17.53729,17.03033,16.63797
119,1237679324459762476,7.01106271159102,-4.02760278994964,GALAXY,1237679324459762476_7.01106271159102_-4.02760278994964_GALAXY_1.107705.jpg,24.51516,23.4705,22.36613,21.89153,22.69606
120,1237650370478866482,173.039087512266,-2.52147694582442,STAR,1237650370478866482_173.039087512266_-2.52147694582442_STAR_0.0005460029.jpg,17.96934,17.10763,16.76155,16.62646,16.60012
121,1237680246810477636,350.556995528308,19.7200801427636,GALAXY,1237680246810477636_350.556995528308_19.7200801427636_GALAXY_0.5255023.jpg,22.6986,22.62311,20.86309,19.79703,19.08117
122,1237665567154831496,240.13875427142,15.6685152945195,GALAXY,1237665567154831496_240.13875427142_15.6685152945195_GALAXY_0.09423124.jpg,19.76539,17.96504,16.96777,16.52597,16.17902
123,1237670961091510856,43.5223171444397,34.840101395693,STAR,1237670961091510856_43.5223171444397_34.840101395693_STAR_-0.0005587976.jpg,20.01499,18.93583,18.41757,18.15771,18.0145
124,1237662341086969976,241.437320130156,27.1800505894988,GALAXY,1237662341086969976_241.437320130156_27.1800505894988_GALAXY_0.5246236.jpg,25.1444,22.24196,20.59213,19.56918,19.08057
125,1237680299423367916,346.999836158026,22.4287253302702,GALAXY,1237680299423367916_346.999836158026_22.4287253302702_GALAXY_0.5350502.jpg,23.85449,22.21826,20.70142,19.84063,19.44118
126,1237663782602277439,35.4188993559215,-1.10465454233311,GALAXY,1237663782602277439_35.4188993559215_-1.10465454233311_GALAXY_0.3296138.jpg,21.64636,20.36473,19.13137,18.63051,18.32213
127,1237659330847506866,237.1897789268,47.5037169822454,GALAXY,1237659330847506866_237.1897789268_47.5037169822454_GALAXY_0.5333496.jpg,22.55595,21.68969,19.91338,18.97042,18.6772
128,1237663478722855664,335.513139377463,-0.311128205600426,GALAXY,1237663478722855664_335.513139377463_-0.311128205600426_GALAXY_0.5211602.jpg,25.99977,22.59749,20.90382,19.97529,19.53325
129,1237667536937812515,160.240718829561,22.2034090261114,STAR,1237667536937812515_160.240718829561_22.2034090261114_STAR_3.132402.jpg,22.86908,21.19382,20.95153,21.22248,21.34203
130,1237654954813358319,248.846761597724,48.3490391371456,STAR,1237654954813358319_248.846761597724_48.3490391371456_STAR_2.558439.jpg,22.07565,20.36874,19.80856,19.57629,19.16265
131,1237663788495601948,126.017668733855,59.0660526059426,STAR,1237663788495601948_126.017668733855_59.0660526059426_STAR_1.213847.jpg,20.17753,19.62528,19.02933,18.74903,18.697
132,1237651495752434325,111.895041379599,34.7656338705077,STAR,1237651495752434325_111.895041379599_34.7656338705077_STAR_2.059793.jpg,22.07818,21.59554,21.24101,21.26684,21.12478
133,1237662306186494941,206.400565650237,40.1837061401551,GALAXY,1237662306186494941_206.400565650237_40.1837061401551_GALAXY_0.5521447.jpg,25.33546,23.33378,21.53851,20.53821,19.74554
134,1237678622245258139,40.9936010883202,3.5839874116133,GALAXY,1237678622245258139_40.9936010883202_3.5839874116133_GALAXY_0.869821.jpg,22.56986,23.45326,21.75059,20.68024,19.85547
135,1237650797286261174,129.041841441388,0.933492034026071,GALAXY,1237650797286261174_129.041841441388_0.933492034026071_GALAXY_0.08471846.jpg,19.10315,17.30518,16.38304,15.92978,15.58536
136,1237666338651898083,16.161352999082,-0.447702065943337,GALAXY,1237666338651898083_16.161352999082_-0.447702065943337_GALAXY_0.05134796.jpg,18.06991,16.87595,16.26472,15.87286,15.6171
137,1237678858473832579,5.24539636970928,12.0497863239473,GALAXY,1237678858473832579_5.24539636970928_12.0497863239473_GALAXY_0.6742269.jpg,26.19394,23.96235,21.2559,19.88415,19.21673
138,1237666338651046641,14.2339687802653,-0.487152269252435,GALAXY,1237666338651046641_14.2339687802653_-0.487152269252435_GALAXY_0.6287657.jpg,24.70864,23.69669,21.30926,20.01027,19.50362
139,1237657608573551028,127.545300904213,40.8687896054737,STAR,1237657608573551028_127.545300904213_40.8687896054737_STAR_2.377857.jpg,21.79999,21.27388,20.94199,21.05294,21.04868
140,1237680275799147041,6.1122711083259,26.7130040794077,GALAXY,1237680275799147041_6.1122711083259_26.7130040794077_GALAXY_0.3731015.jpg,22.70601,21.04343,19.41078,18.662,18.13917
141,1237667781220434081,175.926962371828,21.1340852993064,GALAXY,1237667781220434081_175.926962371828_21.1340852993064_GALAXY_0.08999132.jpg,19.54121,18.2247,17.59404,17.23429,17.05146
142,1237666300019737469,52.7018742222735,-0.613328329497177,GALAXY,1237666300019737469_52.7018742222735_-0.613328329497177_GALAXY_0.3658266.jpg,24.12276,22.51546,21.28174,20.59418,20.31069
143,1237659330848752078,240.075118413282,45.446163931591,GALAXY,1237659330848752078_240.075118413282_45.446163931591_GALAXY_0.4411693.jpg,22.59679,20.54517,18.96582,18.26167,17.8328
144,1237668299276485138,181.686323746236,21.0146219437625,GALAXY,1237668299276485138_181.686323746236_21.0146219437625_GALAXY_0.5416171.jpg,24.33207,22.0433,20.36061,19.47561,19.01844
145,1237663788498288779,133.862028712656,63.7757675915234,STAR,1237663788498288779_133.862028712656_63.7757675915234_STAR_-0.0002537796.jpg,21.18851,18.32145,17.13668,16.71349,16.44881
146,1237663788494487896,123.140250790612,56.9809350727343,STAR,1237663788494487896_123.140250790612_56.9809350727343_STAR_1.031143.jpg,21.93989,21.66531,21.09384,20.95499,20.94468
147,1237663782599721625,29.6179555707459,-1.20569121077928,GALAXY,1237663782599721625_29.6179555707459_-1.20569121077928_GALAXY_0.7256393.jpg,22.81359,22.36653,21.82594,21.2588,20.78651
